annual_income,academic_percentage,ip_count,submission_hour,is_weekend,flag_count,duplicate_flag_count,high_severity_flag_count,medium_severity_flag_count,document_count,missing_document_count,verified_document_ratio,avg_tamper_score,max_tamper_score,document_issue_count,applicant_age,has_device_fingerprint,scholarship_title,scholarship_location,scholarship_degrees,scholarship_competitiveness,target_grade,income_cap,label
471566.37,67.75,8,2,1,13,2,2,2,2,2,0.1998,0.4704,0.8517,4,23,0,University of Birmingham Scholarships for International Students,United Kingdom,,0.1925,65.0,599950.0,fake
262235.56,69.54,1,12,0,1,0,0,0,4,0,1.0,0.1114,0.1119,1,16,1,LAPTOP Scholarships - study Supply Chains,Pakistan,"Master, Bachelor, Phd, Course",0.4313,71.21,537875.0,genuine
220147.22,93.42,0,22,0,1,0,0,0,4,0,0.9482,0.0319,0.0839,1,26,0,Eon Essay Contest on The Precipice,Pakistan,"Master, Bachelor, Phd",0.4605,71.97,530270.0,suspicious
420041.3,91.53,1,9,0,5,1,0,2,3,1,0.5204,0.1768,0.3532,2,21,0,ArtUniverse Scholarships,United Kingdom,"Bachelor, Master, Phd",0.429,71.15,538460.0,suspicious
372257.13,92.2,1,7,0,6,1,1,1,4,0,0.3194,0.1137,0.2419,3,33,1,Postgraduate International Development Scholarships for Sub Saharan African Students in UK,United Kingdom,Master,0.325,68.45,565500.0,suspicious
350816.34,88.39,2,4,1,4,2,0,0,4,0,0.5759,0.1951,0.2287,2,26,0,3 Month F1 Visa Study English in USA Scholarship with Windsor University,United States of America,Course,0.1111,62.89,621116.28,suspicious
430212.76,26.93,3,21,0,8,1,2,2,3,1,0.2727,0.409,0.5667,2,28,0,,,,0.1925,65.0,599950.0,fake
219320.92,73.39,2,10,0,0,0,0,0,4,0,1.0,0.1234,0.1649,0,16,0,Mount Saint Vincent University - Graduate Student Scholarships,Canada,"Master, Phd",0.429,71.15,538460.0,genuine
441822.4,90.06,3,13,0,4,1,0,1,3,1,0.3704,0.2594,0.3936,1,26,0,TKS Full-Ride Scholarship,Canada,Course,0.56,74.56,504400.0,suspicious
240213.56,69.55,0,22,0,1,1,0,0,4,0,0.8531,0.1089,0.1298,0,18,1,Kingston University - International Scholarships,United States of America,"Bachelor, Master, Phd",0.429,71.15,538460.0,genuine
313299.15,89.56,1,15,0,2,0,0,1,4,0,0.9618,0.0986,0.1162,1,25,1,,,,0.1925,65.0,599950.0,genuine
400473.83,81.52,2,8,0,1,0,1,0,4,0,0.9035,0.0825,0.1288,0,22,1,NYU Wagner Merit Scholarships,United States of America,"Bachelor, Master",0.319,68.29,567060.0,genuine
423975.2,79.17,0,21,0,0,0,0,0,4,0,0.8342,0.0499,0.0764,0,27,1,Lancashire School of Business and Enterprise PhD Studentships in UK,United Kingdom,Phd,0.4407,71.46,535416.24,genuine
198629.11,77.82,1,1,0,3,2,0,0,4,0,0.95,0.1129,0.3281,1,27,0,,,,0.1925,65.0,599950.0,suspicious
886119.28,54.29,4,19,0,5,0,0,2,4,0,0.6082,0.2411,0.3518,2,20,0,,,,0.1925,65.0,599950.0,suspicious
269404.01,62.68,1,21,0,0,0,0,0,3,1,0.8497,0.1586,0.2289,0,16,1,,,,0.1925,65.0,599950.0,genuine
990225.64,85.66,1,9,0,12,3,3,3,1,3,0.1091,0.216,0.4327,3,21,0,,,,0.1925,65.0,599950.0,fake
353714.64,63.07,0,16,0,0,0,0,0,3,1,0.9933,0.1715,0.2585,0,16,1,merit awards for International Students at Columbia College,United States of America,Bachelor,0.24,66.24,587600.0,genuine
397397.15,81.03,0,10,0,3,0,1,0,4,0,0.7508,0.0,0.1363,2,21,1,Hayek Fund for Scholars - Institute for Humane Studies at George Mason University,Europe,Phd,0.429,71.15,538460.0,genuine
321755.55,64.7,4,19,1,5,0,0,3,4,0,0.5623,0.1786,0.3123,1,25,0,Horizon 2020,United Kingdom,Phd,0.429,71.15,538460.0,suspicious
296259.44,84.92,1,7,0,0,0,0,0,4,0,0.7401,0.0018,0.0479,0,20,1,The Leakey Foundation’s Research Grants to doctoral students,United States of America,Phd,0.429,71.15,538460.0,genuine
287174.45,72.91,0,18,1,0,0,0,0,4,0,1.0,0.1048,0.119,0,21,1,,,,0.1925,65.0,599950.0,genuine
844794.79,75.59,3,20,1,7,1,1,1,4,0,0.7205,0.1589,0.2715,3,21,0,Differential Tuition Fee Exemption international awards at University of Ottawa,Canada,"Master, Bachelor",0.319,68.29,567060.0,suspicious
484671.57,88.97,0,11,0,0,0,0,0,4,0,0.8509,0.014,0.014,0,23,1,,,,0.1925,65.0,599950.0,genuine
446805.15,76.82,1,10,0,0,0,0,0,4,0,0.92,0.0809,0.087,0,21,1,EU Bursary at University of Reading,United Kingdom,Bachelor,0.2355,66.12,588770.0,genuine
520503.35,54.07,3,16,1,9,1,2,3,4,0,0.5678,0.1274,0.1736,2,27,0,International Student Scholarships - Western University (UWO),Canada,Bachelor,0.231,66.01,589940.0,fake
188736.92,71.16,0,21,0,1,0,1,0,4,0,0.767,0.1027,0.1402,0,25,1,Africa postgraduate placements at University of Dundee in UK,United Kingdom,Master,0.3227,68.39,566085.0,genuine
256897.75,56.86,3,15,0,7,1,0,3,4,0,0.358,0.3549,0.5025,2,27,1,John Lennon Scholarships,United States of America,"Bachelor, Master",0.319,68.29,567060.0,suspicious
307058.62,62.81,2,17,1,7,2,0,2,4,0,0.6131,0.1136,0.2337,3,32,0,IIASA Funded Postdoctoral Fellowships,Canada,Phd,0.429,71.15,538460.0,suspicious
346781.86,80.7,1,19,0,1,0,1,0,4,0,1.0,0.0151,0.0585,0,18,1,Global Citizen Scholarships at Saint Leo University,United States of America,Bachelor,0.2333,66.06,589355.0,genuine
278155.35,86.04,0,18,0,2,0,1,0,3,1,0.8494,0.1071,0.2062,1,16,0,University of St Andrews EU Scholarships in UK,United Kingdom,Master,0.325,68.45,565500.0,fake
143228.18,60.94,0,11,0,2,1,0,1,4,0,0.8728,0.1383,0.193,0,19,1,Global Contest Scholarships for International Students 2022,United Kingdom,"Master, Bachelor, Course",0.3205,68.33,566670.0,fake
604696.8,80.44,3,23,0,10,2,2,1,3,1,0.5611,0.274,0.3763,4,18,0,Human Resource (HR) - Free Course From Windsor University's MBA,Canada,"Master, Course",0.3265,68.49,565110.0,fake
514533.96,71.84,0,14,1,2,0,0,0,4,0,1.0,0.0986,0.1645,2,16,1,University of Ottawa International Admission Doctorate Scholarships in Canada,Canada,Phd,0.4358,71.33,536705.0,genuine
1151178.96,59.21,5,9,1,13,4,3,0,1,3,0.1998,0.3803,0.6748,4,16,0,Orangesoft Women in Technology Scholarship Program,United States of America,"Master, Bachelor",0.3197,68.31,566865.0,fake
311385.07,68.0,0,8,0,1,0,0,0,4,0,0.9644,0.0,0.0903,1,22,1,University of Strathclyde Access Bursary for ROI Students in UK,United Kingdom,Bachelor,0.2333,66.06,589355.0,genuine
641400.74,46.88,2,1,0,3,0,2,0,2,2,0.6255,0.1334,0.141,1,21,1,ArtUniverse Scholarships,Canada,"Bachelor, Master, Phd",0.429,71.15,538460.0,suspicious
261754.5,73.07,0,21,1,1,1,0,0,3,1,0.7964,0.0793,0.1365,0,16,1,YFU (Youth for Undestanding) - Youth Exchange,Pakistan,Not Funded,0.165,64.29,607100.0,genuine
237692.89,64.01,3,12,0,2,0,0,0,4,0,0.8553,0.0572,0.1468,1,18,1,Sports Science: Fully Funded PhD at Swansea: The effect of mineral rich Algae,United Kingdom,Phd,0.429,71.15,538460.0,genuine
245228.94,73.36,0,10,0,0,0,0,0,4,0,0.865,0.1091,0.1334,0,16,0,Heads of School Scholarships for EU Students at Bangor University,United Kingdom,Phd,0.4298,71.17,538265.0,genuine
606162.81,73.83,1,9,1,3,2,1,0,1,3,0.5744,0.1657,0.1657,0,19,1,John Gilbert Vause Memorial International Scholarship in the UK,United Kingdom,Bachelor,0.2314,66.02,589842.5,suspicious
731881.06,62.41,5,8,1,11,2,2,2,1,3,0.0625,0.02,0.02,3,31,0,Beth Mead Scholarships for International Students at Teesside University,United Kingdom,"Bachelor, Master",0.3199,68.32,566826.0,fake
471715.17,83.09,0,11,0,2,0,0,0,4,0,0.8721,0.1013,0.1013,2,21,1,President’s Postdoctoral Fellowship Program at University of California in USA,United States of America,Phd,0.4671,72.14,528561.8,genuine
396789.37,94.23,0,18,0,0,0,0,0,4,0,0.8592,0.1349,0.2726,0,22,1,Kingston University - International Scholarships,United States of America,"Bachelor, Master, Phd",0.429,71.15,538460.0,genuine
358459.63,62.6,0,7,1,0,0,0,0,4,0,0.7922,0.0,0.0154,0,18,0,University of Liverpool Management School Future Leaders Master’s funding for UK and EU Students in UK,United Kingdom,Master,0.319,68.29,567060.0,genuine
396350.67,82.09,0,14,1,0,0,0,0,3,1,0.7654,0.0266,0.1602,0,23,1,IU International University of Applied Sciences Online Scholarships for International Students in Germany,Europe,"Master, Bachelor",0.3254,68.46,565402.5,genuine
378957.29,51.22,5,13,0,13,3,2,3,0,4,0.3709,0.3416,0.5456,3,15,0,Hayek Fund for Scholars - Institute for Humane Studies at George Mason University,Europe,Phd,0.429,71.15,538460.0,fake
1017720.05,53.13,6,8,1,12,2,3,2,2,2,0.1526,0.5006,0.6599,3,25,0,YFU (Youth for Undestanding) - Youth Exchange,United States of America,Not Funded,0.165,64.29,607100.0,fake
691362.59,40.06,8,4,1,12,3,2,1,4,0,0.4999,0.02,0.0657,3,15,0,Rajawali Fellows Program - Harvard Kennedy School,United States of America,Phd,0.429,71.15,538460.0,fake
375028.79,72.68,2,21,0,1,0,0,1,2,2,0.896,0.0492,0.1246,0,21,0,,,,0.1925,65.0,599950.0,genuine
474298.29,71.5,0,18,0,1,0,0,0,4,0,0.9057,0.0467,0.0708,1,18,1,YFU (Youth for Undestanding) - Youth Exchange,Europe,Not Funded,0.165,64.29,607100.0,genuine
248915.36,100.0,0,18,0,6,0,1,2,4,0,0.2837,0.1014,0.2758,3,20,1,INTO Progressors International Scholarships at Queen’s University Belfast,United Kingdom,"Phd, Master, Bachelor",0.4298,71.17,538265.0,suspicious
449296.01,72.2,1,18,0,3,0,0,2,4,0,0.8118,0.0,0.0003,1,20,0,Jefferson Fellowship,United States of America,"Master, Phd",0.429,71.15,538460.0,genuine
857406.93,82.17,3,4,1,3,0,0,2,3,1,0.5536,0.01,0.0954,0,16,1,University of Roehampton EU Transition Scholarships in UK,United Kingdom,"Master, Bachelor",0.319,68.29,567060.0,suspicious
406463.9,73.19,0,9,0,0,0,0,0,4,0,0.8325,0.0552,0.0552,0,20,0,,,,0.1925,65.0,599950.0,genuine
428536.18,74.97,1,8,0,2,0,0,0,4,0,0.8167,0.0707,0.1956,2,19,0,University of Dayton Scholarships for Undergraduate International Students,United States of America,Bachelor,0.231,66.01,589940.0,suspicious
921091.02,67.2,3,21,1,14,4,3,2,2,2,0.1814,0.457,0.7181,4,26,1,Postgraduate Taught International Student Scholarships at University of Plymouth,United Kingdom,Master,0.3205,68.33,566670.0,fake
146044.73,72.37,3,22,1,2,0,0,1,3,1,0.9005,0.1099,0.1877,0,20,1,,,,0.1925,65.0,599950.0,genuine
595595.33,77.22,1,14,1,9,2,2,1,1,3,0.5027,0.2259,0.2688,4,24,0,African Scholarships at University of Essex,United Kingdom,Master,0.3224,68.38,566182.5,fake
419653.36,85.24,0,16,1,2,0,0,0,4,0,0.7674,0.0,0.0539,2,24,1,LAPTOP Scholarships - study Supply Chains,United States of America,"Master, Bachelor, Phd, Course",0.4313,71.21,537875.0,genuine
391451.26,75.18,0,18,0,0,0,0,0,4,0,0.7405,0.1528,0.2748,0,22,1,,,,0.1925,65.0,599950.0,suspicious
243187.47,77.28,0,20,0,0,0,0,0,4,0,0.9041,0.0729,0.0729,0,20,1,East African Scholarships at University of Edinburgh,United Kingdom,Master,0.3265,68.49,565110.0,genuine
74558.19,77.94,0,20,0,0,0,0,0,4,0,0.8837,0.0,0.0246,0,20,1,Orangesoft Women in Technology Scholarship Program,United States of America,"Master, Bachelor",0.3197,68.31,566865.0,genuine
417285.24,69.99,1,14,0,1,0,0,0,4,0,0.832,0.0608,0.0608,1,18,1,Erasmus Exchange Programme,Canada,Fully Funded,0.165,64.29,607100.0,genuine
169117.83,64.54,0,10,1,2,0,0,0,4,0,1.0,0.1051,0.177,2,26,1,University of Liverpool Management School Future Leaders Master’s funding for UK and EU Students in UK,United Kingdom,Master,0.319,68.29,567060.0,genuine
636192.1,76.88,5,13,0,7,1,1,0,2,2,0.3583,0.1612,0.1612,3,18,1,National Louis University #YouAreWelcomeHere Scholarship,United States of America,Bachelor,0.2348,66.1,588965.0,fake
769542.09,36.38,8,0,0,13,4,2,1,1,3,0.0044,0.4198,0.6899,3,23,1,Dean's International Excellence Scholarship,United Kingdom,Master,0.319,68.29,567060.0,fake
473393.62,66.61,0,19,0,1,0,0,0,4,0,0.8723,0.0357,0.1311,1,21,1,,,,0.1925,65.0,599950.0,genuine
362598.35,67.57,0,9,0,1,0,0,0,3,1,0.7455,0.093,0.1168,1,18,1,Postgraduate Taught International Scholarships at Hull York Medical School,United Kingdom,Master,0.3194,68.3,566962.5,genuine
279260.84,68.68,0,15,0,1,0,0,1,4,0,0.9039,0.1024,0.1024,0,18,1,The Boehringer Ingelheim Fonds - Travel grants for junior researchers,Europe,Phd,0.429,71.15,538460.0,genuine
347059.17,39.57,2,3,0,5,1,0,2,3,1,0.4727,0.2372,0.3641,2,18,1,Hamilton College Scholarships for International Students,United States of America,Master,0.319,68.29,567060.0,suspicious
580042.02,53.23,2,12,1,4,0,0,1,3,1,0.6133,0.3159,0.4463,3,21,1,Great Scholarships for International Students at University of Derby,United Kingdom,Master,0.3272,68.51,564915.0,suspicious
205402.42,64.14,1,8,1,0,0,0,0,4,0,0.85,0.0182,0.1068,0,25,1,Academic Scholar- Distinction International Awards in USA,United States of America,Bachelor,0.2314,66.02,589842.5,genuine
422863.86,91.47,0,14,0,1,1,0,0,4,0,0.9272,0.1352,0.19,0,22,0,ROTARY GLOBAL GRANTS,Canada,"Master, Phd",0.429,71.15,538460.0,fake
590039.26,74.81,1,16,1,1,0,1,0,4,0,0.9197,0.0187,0.0603,0,24,1,Postgraduate International Development Scholarships for Sub Saharan African Students in UK,United Kingdom,Master,0.325,68.45,565500.0,genuine
184433.77,61.26,0,15,1,0,0,0,0,4,0,0.8662,0.0,0.0354,0,20,1,International Scholarship Student Competition 2022,Europe,"Master, Bachelor, Course",0.3205,68.33,566670.0,suspicious
308663.21,74.81,2,17,0,3,0,1,0,4,0,0.934,0.0102,0.0395,2,19,0,IU International University of Applied Sciences Online Scholarships for International Students in Germany,Europe,"Master, Bachelor",0.3254,68.46,565402.5,genuine
519712.0,78.03,5,18,0,5,0,1,1,3,1,0.0961,0.3585,0.4698,1,26,1,International Opportunity Scholarships at National Louis University,United States of America,Bachelor,0.2318,66.03,589745.0,suspicious
409659.08,68.92,1,20,0,0,0,0,0,4,0,0.8949,0.1688,0.1828,0,18,1,Malaysia Scholarships at Nottingham Trent University,United Kingdom,Master,0.322,68.37,566280.0,genuine
331641.45,62.73,0,19,0,0,0,0,0,4,0,0.9359,0.0767,0.0767,0,18,1,,,,0.1925,65.0,599950.0,genuine
254604.53,69.67,1,12,1,2,0,0,0,4,0,0.7584,0.1547,0.1673,2,18,0,,,,0.1925,65.0,599950.0,genuine
310762.1,77.86,1,1,0,2,0,0,0,4,0,0.613,0.1387,0.1751,2,18,1,International Scholarship Student Competition 2022,Europe,"Master, Bachelor, Course",0.3205,68.33,566670.0,genuine
452072.25,66.93,0,7,0,1,0,1,0,2,2,0.8147,0.0629,0.1021,0,24,0,Erasmus Exchange Programme,Pakistan,Fully Funded,0.165,64.29,607100.0,genuine
568663.34,65.15,0,15,0,1,0,1,0,4,0,0.8926,0.0282,0.1433,0,21,0,,,,0.1925,65.0,599950.0,genuine
345175.01,79.71,0,21,0,2,1,0,0,4,0,0.7822,0.0009,0.0042,1,19,1,INTO Progressors International Scholarships at Queen’s University Belfast,United Kingdom,"Phd, Master, Bachelor",0.4298,71.17,538265.0,genuine
450082.72,68.38,1,23,0,5,1,0,3,2,2,0.8525,0.1772,0.2575,1,26,0,LAPTOP Scholarships - study Supply Chains,United Kingdom,"Master, Bachelor, Phd, Course",0.4313,71.21,537875.0,suspicious
274442.84,80.38,0,21,0,0,0,0,0,4,0,1.0,0.0443,0.1409,0,23,1,University of Liverpool Management School Future Leaders Master’s funding for UK and EU Students in UK,United Kingdom,Master,0.319,68.29,567060.0,genuine
717398.85,96.99,8,22,1,9,3,1,0,3,1,0.5524,0.3478,0.4768,2,29,0,3 Month F1 Visa Study English in USA Scholarship with Windsor University,Pakistan,Course,0.1111,62.89,621116.28,fake
253485.83,66.72,0,11,1,2,1,0,1,4,0,0.7557,0.0328,0.0469,0,22,0,,,,0.1925,65.0,599950.0,genuine
394410.27,54.39,1,16,0,0,0,0,0,4,0,0.9374,0.1053,0.1692,0,22,1,,,,0.1925,65.0,599950.0,genuine
726702.93,28.63,7,2,1,15,4,3,2,2,2,0.4556,0.3651,0.643,3,27,1,YFU (Youth for Undestanding) - Youth Exchange,Canada,Not Funded,0.165,64.29,607100.0,genuine
564373.04,52.77,3,8,0,5,1,0,1,4,0,0.4893,0.2228,0.2607,2,23,0,,,,0.1925,65.0,599950.0,suspicious
481315.55,84.61,1,19,0,0,0,0,0,4,0,0.8029,0.0371,0.0371,0,26,1,E-waste Scholarship,United States of America,"Master, Bachelor, Phd",0.4298,71.17,538265.0,genuine
357399.24,64.85,3,2,1,5,1,2,0,2,2,0.7012,0.1212,0.2482,1,18,0,Durham Doctoral Studentships,United Kingdom,Phd,0.429,71.15,538460.0,fake
629122.69,80.79,1,22,1,0,0,0,0,4,0,0.7871,0.0665,0.1194,0,22,1,,,,0.1925,65.0,599950.0,genuine
348673.41,69.36,0,14,0,3,1,0,1,4,0,0.8598,0.1484,0.2161,1,16,1,Fully-Funded PhD Studentship in Nanochemistry at University of Exeter,Europe,Phd,0.4403,71.45,535533.24,suspicious
560865.35,78.7,0,9,1,4,0,0,2,3,1,0.5109,0.0437,0.1179,2,29,1,East Tennessee State University - International Students Academic Merit Scholarship,United States of America,"Bachelor, Master, Phd",0.429,71.15,538460.0,suspicious
291878.33,58.43,3,18,1,4,0,2,0,2,2,0.5146,0.108,0.1597,1,17,0,Scholarships for International Students at University of Exeter,United Kingdom,,0.1925,65.0,599950.0,suspicious
230343.71,64.18,0,11,0,0,0,0,0,4,0,0.7138,0.0424,0.0553,0,17,0,English Proficiency Entrance Scholarships for International Students at Durham College,Canada,Bachelor,0.2321,66.04,589647.5,genuine
583560.73,79.03,0,20,0,10,3,2,2,1,3,0.608,0.1786,0.2738,3,24,0,Diversity Scholarships for Africa and Latin American Students in UK,United Kingdom,Master,0.3227,68.39,566085.0,fake
372227.47,64.58,0,22,0,0,0,0,0,4,0,1.0,0.0721,0.0862,0,27,1,,,,0.1925,65.0,599950.0,genuine
333941.98,79.04,0,10,0,0,0,0,0,4,0,0.7709,0.0,0.0278,0,21,0,THGM MUSE Scholarship,United Kingdom,Bachelor,0.2315,66.02,589817.15,suspicious
645730.01,75.6,5,8,1,8,0,3,1,0,4,0.2296,0.4757,0.6439,2,27,0,,,,0.1925,65.0,599950.0,fake
389284.31,79.76,1,18,1,1,1,0,0,4,0,0.822,0.0186,0.0643,0,19,0,Ernst Ludwig Ehrlich Studienwerk - Scholarships,United Kingdom,"Master, Phd",0.429,71.15,538460.0,genuine
583871.59,76.88,3,10,1,12,3,1,3,4,0,0.6897,0.207,0.3906,4,28,1,,,,0.1925,65.0,599950.0,fake
446456.05,70.99,3,12,1,8,3,1,1,4,0,0.3482,0.0561,0.2049,2,18,0,Be an exchange student for 1-2 semesters,Pakistan,Not Funded,0.165,64.29,607100.0,fake
183273.96,82.25,2,16,1,3,1,0,1,4,0,0.7791,0.0,0.0188,1,26,1,ArtUniverse,United States of America,"Master, Course",0.319,68.29,567060.0,genuine
177272.65,75.35,0,13,0,2,0,0,1,4,0,1.0,0.0,0.0741,1,21,1,,,,0.1925,65.0,599950.0,genuine
640749.95,90.56,2,19,1,11,4,2,1,1,3,0.0,0.1798,0.4245,4,19,0,London Met University - Funding your studies,United Kingdom,"Master, Bachelor, Phd",0.429,71.15,538460.0,fake
498613.75,70.21,0,11,0,4,1,0,1,3,1,0.8737,0.0702,0.1382,2,16,0,International Students Support Contest 2022-2023,Pakistan,"Master, Bachelor, Course",0.3205,68.33,566670.0,suspicious
587436.09,49.95,2,2,0,5,1,0,2,4,0,0.303,0.0436,0.0953,2,25,1,Erasmus Exchange Programme,United Kingdom,Fully Funded,0.165,64.29,607100.0,suspicious
67923.35,69.48,0,19,0,0,0,0,0,4,0,0.8409,0.0682,0.0719,0,19,1,,,,0.1925,65.0,599950.0,genuine
306443.78,87.52,0,18,0,1,1,0,0,4,0,0.8167,0.1438,0.2006,0,22,1,Cranfield University international awards in the UK,United Kingdom,Master,0.319,68.29,567060.0,genuine
260959.15,87.09,0,18,1,3,0,0,1,4,0,0.7248,0.1067,0.1304,2,20,1,Fully-Funded PhD Studentship in Nanochemistry at University of Exeter,United States of America,Phd,0.4403,71.45,535533.24,genuine
393736.62,71.97,0,8,1,4,0,0,2,4,0,0.7768,0.0518,0.0518,2,20,1,University of Findlay International Scholar Awards in USA,United States of America,Bachelor,0.231,66.01,589940.0,genuine
518033.52,62.93,3,15,0,2,0,0,1,4,0,0.8014,0.0588,0.0678,0,21,1,Online Islamic classes for kids,Europe,Course,0.113,62.94,620620.0,genuine
1004330.74,46.89,3,22,0,8,1,1,2,2,2,0.5963,0.1554,0.3179,3,19,1,Online Islamic classes for kids,United Kingdom,Course,0.113,62.94,620620.0,fake
561181.44,79.51,8,7,1,11,2,1,2,0,4,0.1932,0.2724,0.4381,3,26,0,International Student Support Contest 2022-2023,United States of America,"Master, Bachelor, Course",0.319,68.29,567060.0,suspicious
337410.7,72.16,3,14,0,2,0,0,0,4,0,0.9279,0.0275,0.0714,1,18,1,Scholarship for Academics at IU International University of Applied Sciences – Online,United Kingdom,"Master, Bachelor",0.319,68.29,567057.46,fake
134726.22,55.17,1,19,0,2,0,0,1,4,0,0.8734,0.0805,0.1082,1,21,1,African & Caribbean Excellence Awards at University of Glasgow,United Kingdom,Master,0.319,68.29,567060.0,genuine
592680.12,77.71,1,15,0,5,0,0,1,4,0,0.1044,0.3906,0.3906,4,27,1,,,,0.1925,65.0,599950.0,suspicious
319522.07,93.15,1,13,0,0,0,0,0,4,0,0.859,0.1446,0.2097,0,21,0,GREAT Scholarships for Mexican Students at Queen’s University Belfast,United Kingdom,Master,0.3265,68.49,565110.0,genuine
688559.83,65.05,5,15,1,13,2,2,3,4,0,0.2998,0.0802,0.3722,4,23,0,LLM Master of Law Scholarships for International Students at University of Roehampton,United Kingdom,Master,0.3227,68.39,566085.0,fake
550123.14,56.19,0,13,1,0,0,0,0,3,1,1.0,0.0,0.0647,0,22,1,YFU (Youth for Undestanding) - Youth Exchange,Europe,Not Funded,0.165,64.29,607100.0,genuine
90111.98,77.79,0,19,0,1,0,0,0,4,0,0.8244,0.0561,0.1296,1,25,1,Ernst Ludwig Ehrlich Studienwerk - Scholarships,United Kingdom,"Master, Phd",0.429,71.15,538460.0,genuine
322210.44,81.14,2,13,0,2,0,0,0,4,0,0.8635,0.1054,0.1359,2,21,1,GREAT Scholarships for International Students at University of York,United Kingdom,Master,0.3265,68.49,565110.0,genuine
661758.08,43.97,5,18,1,13,3,2,3,1,3,0.4138,0.3647,0.3808,3,37,0,Nanotechnology: Fully Funded Swansea University and European Commission PhD,United Kingdom,Phd,0.429,71.15,538460.0,fake
96531.26,62.54,2,22,0,0,0,0,0,3,1,0.9495,0.0242,0.0997,0,25,0,ArtUniverse,United Kingdom,"Master, Course",0.319,68.29,567060.0,genuine
702078.84,61.68,0,13,1,4,0,0,2,1,3,0.6724,0.0387,0.2137,2,16,1,YFU (Youth for Undestanding) - Youth Exchange,United Kingdom,Not Funded,0.165,64.29,607100.0,fake
261168.61,76.81,1,7,1,2,0,0,2,4,0,0.7894,0.1919,0.2819,0,16,0,The American Indian Graduate Center - Scholarships,United States of America,"Bachelor, Master",0.319,68.29,567060.0,suspicious
347769.92,76.11,1,11,0,0,0,0,0,3,1,1.0,0.0584,0.1055,0,18,0,,,,0.1925,65.0,599950.0,genuine
897780.01,81.96,2,23,1,8,3,2,0,2,2,0.3917,0.3185,0.4934,3,25,0,WCC scholarships programme (World Council of Churches),United States of America,"Bachelor, Master, Phd",0.429,71.15,538460.0,fake
580724.34,86.18,0,8,0,1,0,0,0,4,0,0.8769,0.0447,0.097,1,22,1,Birmingham Masters Scholarships,United Kingdom,Master,0.319,68.29,567060.0,genuine
681513.08,63.91,0,15,0,0,0,0,0,4,0,0.9115,0.1562,0.1853,0,17,1,Sir Henry Wellcome Postdoctoral Fellowships,United Kingdom,Phd,0.429,71.15,538460.0,genuine
188408.22,80.09,2,17,0,1,0,0,1,4,0,0.8554,0.0376,0.0965,0,22,0,3 Month F1 Visa Study English in USA Scholarship with Windsor University,Pakistan,Course,0.1111,62.89,621116.28,genuine
705224.54,67.4,5,15,1,11,3,2,2,3,1,0.3887,0.5605,0.7671,2,29,1,WCC scholarships programme (World Council of Churches),Canada,"Bachelor, Master, Phd",0.429,71.15,538460.0,fake
92967.48,63.69,0,18,0,1,0,0,0,4,0,0.8995,0.1217,0.2183,1,23,1,Carleton University Entrance Scholarships for International Students,Canada,Bachelor,0.231,66.01,589940.0,genuine
407655.98,80.18,3,22,1,2,0,0,1,3,1,0.8867,0.1082,0.1674,0,21,1,Marine Stewardship Council scholarship research program ,Pakistan,"Bachelor, Master, Phd, Course",0.432,71.23,537680.0,genuine
357093.12,97.53,1,2,0,11,1,3,3,1,3,0.6425,0.3616,0.5543,4,31,0,,,,0.1925,65.0,599950.0,fake
438884.13,68.54,1,18,0,1,0,0,0,2,2,0.7007,0.1663,0.3068,1,26,0,INTO Progressors International Scholarships at Queen’s University Belfast,United Kingdom,"Phd, Master, Bachelor",0.4298,71.17,538265.0,genuine
565641.15,34.0,8,22,1,13,3,0,3,3,1,0.336,0.3593,0.4632,4,25,0,CS/IS International Graduate Achievement Scholarships in USA,United States of America,Master,0.3194,68.3,566962.5,fake
373154.17,50.3,1,20,0,8,1,1,2,4,0,0.6911,0.2222,0.4345,4,17,0,NYU Wagner Merit Scholarships,United States of America,"Bachelor, Master",0.319,68.29,567060.0,suspicious
390166.68,73.91,4,18,0,4,0,1,0,4,0,0.5288,0.1286,0.3487,2,21,1,Warwick School of Engineering PhD International Studentships in Pharmacometric Modelling,United Kingdom,Phd,0.4404,71.45,535486.25,suspicious
593308.44,72.68,3,11,0,2,0,0,0,4,0,0.9115,0.0893,0.148,1,19,0,,,,0.1925,65.0,599950.0,genuine
485419.71,65.03,0,7,0,0,0,0,0,3,1,0.7723,0.1701,0.2021,0,21,1,45 Durham University Business School Masters international awards in UK,United Kingdom,Master,0.3235,68.41,565890.0,genuine
644028.53,80.78,2,14,0,4,0,2,1,4,0,0.4297,0.1845,0.2063,1,24,1,"Paul Sumerall Memorial Scholarships, Merchants Bank of California",Europe,Master,0.319,68.29,567060.0,suspicious
50000.0,53.41,2,10,1,4,1,0,1,3,1,0.5524,0.2799,0.4021,2,22,1,Mawista Scholarship for Students Studying Abroad with a Child,Pakistan,"Bachelor, Master",0.319,68.29,567060.0,suspicious
536891.94,75.9,4,21,1,14,4,3,3,2,2,0.0724,0.2509,0.4494,3,26,0,international awards at Brockenhurst College,United Kingdom,Bachelor,0.2348,66.1,588965.0,fake
518674.83,72.35,2,20,0,4,1,0,2,3,1,0.5947,0.0455,0.1174,1,26,0,,,,0.1925,65.0,599950.0,suspicious
